OBJECT_NAME,OBJECT_IDENTIFIER,OBJECT_DATA_TYPE,OBJECT_PREMISSIONS,OBJECT_CLASS,OBJECT_NODE_TYPE,OBJECT_DESCRIPTION
apcUpsConfigFieldIndex,1.3.6.1.4.1.318.1.1.1.5.2.16.1.1,integer,read-only,objecttype,column,"The index to an eeprom field entry."
apcUpsConfigFieldOID,1.3.6.1.4.1.318.1.1.1.5.2.16.1.2,object identifier,read-only,objecttype,column,"The OID of the current configurable value."
apcUpsConfigFieldValueRange,1.3.6.1.4.1.318.1.1.1.5.2.16.1.3,displaystring,read-only,objecttype,column,"The discrete set of allowed values of a configurable register. Individual values are delimited by a comma."
upsAdvConfigBattCabAmpHour,1.3.6.1.4.1.318.1.1.1.5.2.17,integer,read-write,objecttype,scalar,"Configure the amp-hour setting of the UPS battery cabinet."
upsAdvConfigPositionSelector,1.3.6.1.4.1.318.1.1.1.5.2.18,integer,read-write,objecttype,scalar,"Configure UPS position selector. If the UPS doesn't support this configuration it will report unknown (1). The positions are either rack (2) for rack mounted or tower (3) for tower unit."
upsAdvConfigOutputFreqRange,1.3.6.1.4.1.318.1.1.1.5.2.19,integer,read-write,objecttype,scalar,"Configure the output frequency tolerance range. unknown(1) indicates the output frequency is unknown. freqRangeAUTO(2) configure the output frequency range for automatic. freqRange60Var1(3) configure the output frequency range for 60 +/- 0.1 Hz freqRange60Var3(4) configure the output frequency range for 60 +/- 3.0 Hz freqRange50Var1(5) configure the output frequency range for 50 +/- 0.1 Hz freqRange50Var3(6) configure the output frequency range for 50 +/- 3.0 Hz freqRange60Var10(7) configure the output frequency range for 60 +/- 10 Hz freqRange50Var10(8) configure the output frequency range for 50 +/- 10 Hz freqRange60Var1dot0(9) configure the output frequency range for 60 +/- 1.0 Hz freqRange50Var1dot0(10) configure the output frequency range for 50 +/- 1.0 Hz freqRange50Pct0dot5(11) configure the output frequency range for 50 Hz +/- 0.5 % freqRange50Pct1(12) configure the output frequency range for 50 Hz +/- 1.0 % freqRange50Pct2(13) configure the output frequency range for 50 Hz +/- 2.0 % freqRange50Pct4(14) configure the output frequency range for 50 Hz +/- 4.0 % freqRange50Pct6(15) configure the output frequency range for 50 Hz +/- 6.0 % freqRange50Pct8(16) configure the output frequency range for 50 Hz +/- 8.0 % freqRange60Pct0dot5(17) configure the output frequency range for 60 Hz +/- 0.5 % freqRange60Pct1(18) configure the output frequency range for 60 Hz +/- 1.0 % freqRange60Pct2(19) configure the output frequency range for 60 Hz +/- 2.0 % freqRange60Pct4(20) configure the output frequency range for 60 Hz +/- 4.0 % freqRange60Pct6(21) configure the output frequency range for 60 Hz +/- 6.0 % freqRange60Pct8(22) configure the output frequency range for 60 Hz +/- 8.0 % For a list of allowed values supported by your UPS model, see the UPS User's Manual."
upsAdvConfigUPSFail,1.3.6.1.4.1.318.1.1.1.5.2.20,integer,read-write,objecttype,scalar,"Configure the UPS fail action. If UPS fails, and frequency or voltage is out of range it will either GotoBypass (2) or DropLoad (3). This OID will report unknown (1) if it is not supported feature or option."
upsAdvConfigAlarmRedundancy,1.3.6.1.4.1.318.1.1.1.5.2.21,integer,read-write,objecttype,scalar,"Configure settings of UPS alarm if the redundancy is under the current redundancy. Use 0 for never."
upsAdvConfigAlarmLoadOver,1.3.6.1.4.1.318.1.1.1.5.2.22,integer,read-write,objecttype,scalar,"Configure settings of UPS alarm if the load is over the current load in kVA. Use -1 for never."
upsAdvConfigAlarmRuntimeUnder,1.3.6.1.4.1.318.1.1.1.5.2.23,integer,read-write,objecttype,scalar,"Configure settings of UPS alarm if the runtime is under the current time of minutes. Use -1 for never."
upsAdvConfigVoutReporting,1.3.6.1.4.1.318.1.1.1.5.2.24,integer,read-write,objecttype,scalar,"Configure the way the UPS scales its output voltage readings. unknown(1) indicates the Vout Reporting is unknown. voutAUTO(2) configure the Vout Reporting for automatic scaling. vout208(3) configure the Vout Reporting for 208 Volts. vout240(4) configure the Vout Reporting for 240 Volts."
upsAdvConfigNumExternalBatteries,1.3.6.1.4.1.318.1.1.1.5.2.25,integer,read-write,objecttype,scalar,"Configure the number of external batteries connected to the UPS."
upsAdvConfigSimpleSignalShutdowns,1.3.6.1.4.1.318.1.1.1.5.2.26,integer,read-write,objecttype,scalar,"Configure Simple Signal shutdown commands from the Simple Signal port to be issued to the UPS. unknown(1) indicates the Simple Signal Shutdown setting is unknown. disabled(2) configure to disable Simple Signal Shutdowns. enabled(3) configure to enable Simple Signal Shutdowns."
upsAdvConfigMaxShutdownTime,1.3.6.1.4.1.318.1.1.1.5.2.27,integer,read-write,objecttype,scalar,"The maximum amount of time for server shutdown to complete before a UPS shutdown occurs."
upsAsiUpsControlServerRequestShutdown,1.3.6.1.4.1.318.1.1.1.5.2.28,integer,read-write,objecttype,scalar,"Start a server shutdown sequence: serverShutdownOff: Shutdown server and turn off UPS serverShutdownReboot: Shutdown server and turn reboot UPS."
upsAdvConfigMinReturnRuntime,1.3.6.1.4.1.318.1.1.1.5.2.29,timeticks,read-write,objecttype,scalar,"The minimum amount of run time in seconds required before the output will be turned on, using power calculation captured at start of last shutdown."
upsAdvConfigBasicSignalLowBatteryDuration,1.3.6.1.4.1.318.1.1.1.5.2.30,timeticks,read-write,objecttype,scalar,"The duration of runtime in seconds during an on-battery condition at which the UPS will signal the basic low battery shutdown condition."
upsAdvConfigBypassPhaseLockRequired,1.3.6.1.4.1.318.1.1.1.5.2.31,integer,read-write,objecttype,scalar,"Sets the condition for when bypass is an acceptable mode of operation as a requirement."
upsAdvConfigOutputFreqSlewRate,1.3.6.1.4.1.318.1.1.1.5.2.32,integer,read-write,objecttype,scalar,"The rate at which the UPS will change its output frequency in response to utility frequency changes."
upsAdvConfigChargerLevel,1.3.6.1.4.1.318.1.1.1.5.2.33,integer,read-write,objecttype,scalar,"Sets the rate at which the UPS charges its batteries."
upsAdvConfigBypassToleranceSetting,1.3.6.1.4.1.318.1.1.1.5.2.34,integer,read-write,objecttype,scalar,"This setting allows selecting from standard bypass tolerance configurations to suit their situation."
upsAdvConfigMainsSetting,1.3.6.1.4.1.318.1.1.1.5.2.35,integer,read-only,objecttype,scalar,"Configure the type of mains supply system. singleInput (1) indicates a single supply system. dualInput (2) indicates a dual supply system. "
upsAdvConfigACWiringSetting,1.3.6.1.4.1.318.1.1.1.5.2.36,integer,read-only,objecttype,scalar,"Configure the AC wiring of the system. threeWire (1) indicates 3-wire system configuration. fourWire (2) indicates 4-wire system configuration. "
upsAdvConfigUpperOutputVoltTolerance,1.3.6.1.4.1.318.1.1.1.5.2.37,integer,read-write,objecttype,scalar,"Upper tolerance of the output RMS voltage before transferring to bypass. Expressed as percent of nominal voltage."
upsAdvConfigLowerOutputVoltTolerance,1.3.6.1.4.1.318.1.1.1.5.2.38,integer,read-write,objecttype,scalar,"Lower tolerance of the output RMS voltage before transferring to bypass. Expressed as percent of nominal voltage."
upsAdvConfigUpperBypassVoltTolerance,1.3.6.1.4.1.318.1.1.1.5.2.39,integer,read-write,objecttype,scalar,"Upper tolerance of the bypass voltage that allows transfer to bypass by user. Expressed as percent of nominal voltage."
upsAdvConfigLowerBypassVoltTolerance,1.3.6.1.4.1.318.1.1.1.5.2.40,integer,read-write,objecttype,scalar,"Lower tolerance of the bypass voltage that allows transfer to bypass by user. Expressed as percent of nominal voltage."
upsAdvConfigOutofSyncBypassTransferDelay,1.3.6.1.4.1.318.1.1.1.5.2.41,integer,read-write,objecttype,scalar,"Configure the time (in milliseconds), indicating the gap in output voltage if an asynchronous transfer to bypass needs to occur."
upsControl,1.3.6.1.4.1.318.1.1.1.6,,,objectidentity,,""
upsBasicControl,1.3.6.1.4.1.318.1.1.1.6.1,,,objectidentity,,""
upsBasicControlConserveBattery,1.3.6.1.4.1.318.1.1.1.6.1.1,integer,read-write,objecttype,scalar,"Setting this variable to turnUpsOffToConserveBattery(2) causes a UPS on battery to be put into 'sleep' mode. The UPS will turn back on when utility power is restored. Attempting to turn off a UPS that is not on battery will result in a badValue error. Setting this value to noTurnOffUps(1) has no effect. The value noTurnOffUps(1) will always be returned when the variable is read."
upsAdvControl,1.3.6.1.4.1.318.1.1.1.6.2,,,objectidentity,,""
upsAdvControlUpsOff,1.3.6.1.4.1.318.1.1.1.6.2.1,integer,read-write,objecttype,scalar,"Setting this variable to turnUpsOff(2) causes the UPS to shut off. When in this state, the UPS will not provide output power regardless of the input line state. Setting this variable to turnUpsOffGracefully(3) causes the UPS to shut off after a delay period. This allows the host to shut down in a graceful manner. When in this state, the UPS will not provide output power regardless of the input line state. If this UPS is an active member of a Synchronized Control Group (SCG) the turnUpsSyncGroupOff(4) command will perform a Synchronized Turn Off of all active Group members regardless of their current AC output status. If this UPS is an active member of a Synchronized Control Group (SCG) the turnUpsSyncGroupOffAfterDelay(5) command will perform a Synchronized Turn Off After Delay of all active Group members regardless of their current AC output status. This unit's Shutdown Delay will be used to execute the Turn Off After Delay command. If this UPS is an active member of an SCG, the turnUpsSyncGroupOffGracefully(6) command will perform a Synchronized Turn Off Gracefully of all active Group members regardless of their current AC output status. This unit's Maximum Shutdown Time and Shutdown Delay will be used to execute the Turn Off Gracefully command. Setting this value to noTurnUpsOff(1) has no effect. The value noTurnUpsOff(1) will always be returned when the variable is read."
upsAdvControlRebootShutdownUps,1.3.6.1.4.1.318.1.1.1.6.2.2,integer,read-write,objecttype,scalar,"Setting this variable to rebootShutdownUps(2) causes the UPS to shut off and turn back on (as long as good AC input power is available, otherwise the UPS will remain off until good AC input power is available). Setting this variable to rebootShutdownUpsGracefully(3) causes the UPS to shut off after a delay period and then turn back on. This allows the host to shut down in a graceful manner. If this UPS is an active member of a Synchronized Control Group (SCG) the rebootShutdownSyncGroupUps(4) command will perform a Synchronized Reboot of all active Group members regardless of their current AC output status. If applicable, this unit's Power Synchronization Delay, Shutdown Delay, Return Delay, Return Battery Capacity, and Return Battery Capacity Offset will be used to execute the Reboot command. If this UPS is an active member of a SCG the rebootShutdownSyncGroupUpsGracefully(5) command will perform a Synchronized Reboot of all active Group members regardless of their current AC output status. If applicable, this unit's Power Synchronization Delay, Maximum Shutdown Time, Shutdown Delay, Return Delay, Return Battery Capacity, and Return Battery Capacity Offset will be used to execute the Reboot command. Setting this value to noRebootShutdownUps(1) has no effect. The value noRebootShutdownUps(1) will always be returned when the variable is read."
upsAdvControlUpsSleep,1.3.6.1.4.1.318.1.1.1.6.2.3,integer,read-write,objecttype,scalar,"Setting this variable to putUpsToSleep(2) causes the UPS to go to sleep for the time specified by upsAdvConfigUpsSleepTime. Setting this variable to putUpsToSleepGracefully(3) causes the UPS to go to sleep for the time specified by upsAdvConfigUpsSleepTime after a delay period. This allows the host to shut down in a graceful manner. If this UPS is an active member of a Synchronized Control Group (SCG), the putUpsSyncGroupToSleep(4) command will perform a Synchronized Sleep of all active Group members regardless of their current AC output status. This unit's Power Synchronization Delay, Shutdown Delay, Sleep Time, and Return Delay will be used to execute the sleep command. If this UPS is an active member of a SCG the putUpsSyncGroupToSleepGracefully(5) command will perform a Synchronized Sleep Gracefully of all active Group members regardless of their current AC output status. This unit's Power Synchronization Delay, Maximum Shutdown Time, Shutdown Delay, Sleep Time, and Return Delay to execute the sleep command. When in sleep mode, the UPS will not provide output power regardless of the input line state. Once the specified time has elapsed, output power will be restored. Setting this value to noPutUpsToSleep(1) has no effect. The value noPutUpsToSleep(1) will always be returned when the variable is read."
upsAdvControlSimulatePowerFail,1.3.6.1.4.1.318.1.1.1.6.2.4,integer,read-write,objecttype,scalar,"Setting this variable to simulatePowerFailure(2) causes the UPS switch to battery power. Setting this value to noSimulatePowerFailure(1) has no effect. The value noSimulatePowerFailure(1) will always be returned when the variable is read."
upsAdvControlFlashAndBeep,1.3.6.1.4.1.318.1.1.1.6.2.5,integer,read-write,objecttype,scalar,"Setting this variable to flashAndBeep(2) causes the UPS to beep and simultaneously turn on the UPS front panel lights (Smart-UPS only). If this UPS is an active member of a Synchronized Control Group (SCG), the flashAndBeepSyncGroup(3) command will Flash and Beep all active Group members regardless of current AC output status. Setting this value to noFlashAndBeep(1) has no effect. Setting this value to flashAndBeepCont (4) commandcauses the UPS to beep and light the front panel lights until the flashAndBeepCancel (5) command is received. The value noFlashAndBeep(1) will always be returned when the variable is read."
upsAdvControlTurnOnUPS,1.3.6.1.4.1.318.1.1.1.6.2.6,integer,read-write,objecttype,scalar,"Setting this variable to turnOnUPS(2) causes the UPS to be turned on immediately. If this UPS is an active member of a Synchronized Control Group (SCG), the turnOnUPSSyncGroup(3) command will perform a Synchronized Turn On of all active Group members regardless of their current AC output status. Setting this value to noTurnOnUPS(1) has no effect. The value noTurnOnUPS(1) will always be returned when the variable is read."
upsAdvControlBypassSwitch,1.3.6.1.4.1.318.1.1.1.6.2.7,integer,read-write,objecttype,scalar,"This switch puts the UPS in or out of bypass mode."
upsAdvControlRebootUpsWithOrWithoutAC,1.3.6.1.4.1.318.1.1.1.6.2.8,integer,read-write,objecttype,scalar,"Setting this variable to rebootUpsImmediatelyWithOrWithoutAC (2) causes the UPS to turn off immediately, wait for a minimum time (typically 8 seconds), and then turn back on regardless of the AC input power on the UPS. Any supported switched outlet groups will be turned off immediately but will turned on based on their individual settings (to allow on sequencing). Setting this variable to rebootUpsDelayedWithOrWithoutAC (3) causes the UPS to turn off after a delay period, wait for a minimum time (typically 8 seconds), and then turn back on regardless of the AC input power on the UPS. Any supported switched outlet groups will be turned off and on based on their individual settings (to allow off and/or on sequencing). Setting this value to noRebootUpsWithOrWithoutAC (1) has no effect. The value noRebootUpsWithOrWithoutAC (1) will always be returned when the variable is read."
upsAdvControlFirmwareUpdate,1.3.6.1.4.1.318.1.1.1.6.2.9,integer,read-write,objecttype,scalar,"Setting this variable to firmwareUpdate(2) causes the UPS to begin a firmware update if possible. Setting this value to noFirmwareUpdate(1) will clear the previous results, if any, or otherwise has no effect. Reading this variable will return noFirmwareUpdate(1) when the UPS firmware has not been updated (or previous results have been cleared), updateInProcess(3) when the UPS firmware is being updated, updateSuccessful(4) when the UPS firmware has been successfully updated, or updateFailed(5) if the UPS firmware update failed."
